sample_id,county,region,altitude_m,annual_rainfall_mm,temp_max_c,temp_min_c,soil_ph,humidity_pct,soil_nitrogen_pct,organic_carbon_pct,slope_degrees,drainage,soil_type,dominant_land_use,suitable_tea,suitable_maize,suitable_wheat,suitable_sorghum,suitable_coffee,suitable_beans
854,Bungoma,Western,1572.0,1745.4,23.4,14.4,5.83,73.0,1.253,2.248,10.7,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
855,Trans Nzoia,Rift Valley,2242.8,1196.5,19.5,11.7,5.48,64.3,1.446,2.346,2.8,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
856,Tana River,Coast,280.5,441.9,32.0,23.8,8.44,59.6,0.2,0.629,0.9,Poorly drained,Eutric Vertisols,Irrigation/Livestock,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
857,Tana River,Coast,2.3,345.9,31.1,24.2,8.0,55.9,0.339,0.308,3.2,Poorly drained,Eutric Vertisols,Irrigation/Livestock,Not Suitable,Not Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
858,Tana River,Coast,204.9,444.5,33.7,26.1,8.79,59.1,0.567,0.689,4.9,Poorly drained,Eutric Vertisols,Irrigation/Livestock,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
859,Kericho,Rift Valley,1753.9,1580.6,24.4,12.6,4.88,81.1,2.049,3.321,9.6,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Highly Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Highly Suitable
860,Kirinyaga,Central,1766.7,1563.0,23.5,13.7,5.41,74.5,1.514,2.715,14.1,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
861,Lamu,Coast,8.0,764.8,36.3,26.6,7.16,85.5,0.493,0.728,2.5,Poorly drained,Gleyic Cambisols,Coconut/Fishing,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
862,Nyamira,Nyanza,1848.7,1344.1,23.6,15.3,5.22,71.9,1.579,2.796,9.4,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
863,Kericho,Rift Valley,2107.2,1729.5,21.4,14.5,4.98,80.8,2.535,4.107,4.8,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Moderately Suitable
864,Narok,Rift Valley,1645.2,795.7,24.4,9.0,7.56,48.1,0.618,1.339,7.4,Well drained,Mollic Vertisols,Wheat/Livestock,Not Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
865,Nyeri,Central,1907.1,1520.7,21.0,12.3,5.0,74.1,2.365,3.826,15.8,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
866,Bomet,Rift Valley,1603.4,1312.0,25.2,13.6,4.99,76.8,2.206,3.637,6.5,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
867,Nyamira,Nyanza,1775.7,1700.4,25.5,13.5,5.6,70.8,1.466,2.581,14.9,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
868,Narok,Rift Valley,2098.0,763.5,24.7,14.5,7.76,64.9,0.516,0.824,6.5,Well drained,Mollic Vertisols,Wheat/Livestock,Moderately Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
869,Kakamega,Western,1524.5,1951.2,27.1,15.5,5.23,82.9,1.618,2.532,3.1,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
870,Kilifi,Coast,456.3,1094.0,33.7,24.6,7.52,75.8,0.614,1.009,7.9,Moderately drained,Ferralic Arenosols,Cashew/Cassava,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
871,Bomet,Rift Valley,1829.6,1350.1,26.7,12.5,5.46,74.8,1.878,2.059,8.2,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
872,West Pokot,Rift Valley,1694.4,790.5,24.1,12.8,7.04,66.1,0.707,1.24,14.3,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
873,Nyamira,Nyanza,1473.6,1468.6,22.4,15.6,4.69,72.8,1.299,2.031,17.0,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
874,Homa Bay,Nyanza,1439.4,1178.3,27.1,17.5,7.02,69.6,1.192,1.567,9.5,Moderately drained,Chromic Luvisols,Maize/Sorghum,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
875,Elgeyo Marakwet,Rift Valley,2132.4,975.6,18.6,9.4,6.38,59.6,1.018,1.991,14.8,Well drained,Eutric Vertisols,Maize/Wheat,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
876,West Pokot,Rift Valley,1544.0,1300.8,26.5,10.7,7.38,55.2,0.836,1.283,6.3,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
877,Baringo,Rift Valley,2173.1,469.6,32.5,17.0,6.85,50.7,0.405,0.806,4.5,Moderately drained,Eutric Vertisols,Maize/Livestock,Not Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
878,Kajiado,Rift Valley,1784.6,313.2,31.1,18.2,7.73,42.2,0.366,0.879,8.6,Excessively drained,Calcic Cambisols,Livestock/Hort,Not Suitable,Not Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
879,Tharaka Nithi,Eastern,1077.2,979.5,30.5,19.5,6.7,68.3,0.724,1.057,17.3,Moderately drained,Chromic Cambisols,Mango/Miraa,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
880,Nyeri,Central,2064.0,1539.8,22.8,10.6,4.53,71.1,2.305,2.604,15.1,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Highly Suitable
881,Garissa,North Eastern,239.3,289.0,36.5,27.6,8.0,39.4,0.321,0.323,2.8,Excessively drained,Haplic Arenosols,Livestock,Not Suitable,Not Suitable,Not Suitable,Highly Suitable,Not Suitable,Not Suitable
882,Kakamega,Western,1680.9,2167.7,24.9,15.1,5.42,77.2,1.588,2.861,7.7,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
883,Lamu,Coast,80.1,977.8,30.3,24.3,7.95,85.5,0.402,0.824,0.4,Poorly drained,Gleyic Cambisols,Coconut/Fishing,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
884,Meru,Eastern,1167.2,1315.3,27.7,14.4,6.25,62.0,1.233,2.234,11.6,Moderately drained,Chromic Cambisols,Tea/Miraa,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
885,Migori,Nyanza,1151.6,1455.4,29.0,18.7,6.1,74.2,1.088,1.72,11.8,Moderately drained,Ferric Luvisols,Maize/Tea(marginal),Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
886,Kericho,Rift Valley,1861.6,1818.5,24.3,12.8,5.2,81.6,2.052,3.494,5.0,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
887,Kisii,Nyanza,1876.2,1531.6,26.3,16.0,5.64,79.5,1.382,2.959,7.0,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
888,Meru,Eastern,1493.5,1402.2,27.7,15.8,5.53,68.0,1.617,1.327,12.4,Moderately drained,Chromic Cambisols,Tea/Miraa,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
889,Nakuru,Rift Valley,1860.5,838.2,22.1,11.0,6.65,66.6,1.092,1.294,14.1,Well drained,Eutric Vertisols,Wheat/Pyrethrum,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
890,Embu,Eastern,1453.5,1133.1,24.4,15.9,6.05,72.1,1.288,2.362,8.4,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
891,Baringo,Rift Valley,1440.8,1003.6,28.4,16.6,8.15,63.5,0.479,1.428,9.8,Moderately drained,Eutric Vertisols,Maize/Livestock,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
892,Kwale,Coast,311.4,1138.8,35.1,23.5,6.97,76.0,0.857,1.577,3.9,Moderately drained,Ferralic Arenosols,Cashew/Coconut,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
893,Makueni,Eastern,1579.5,883.1,28.7,15.3,8.11,52.1,0.399,0.796,13.9,Moderately drained,Chromic Luvisols,Sorghum/Mango,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
894,Kakamega,Western,1422.8,1706.9,24.9,15.0,5.88,75.5,1.49,2.639,5.6,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
895,Murang'a,Central,1790.5,1404.9,24.1,14.3,5.43,75.9,1.862,2.748,14.2,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
896,Kitui,Eastern,1593.7,658.2,28.0,18.5,7.6,44.2,0.34,0.981,4.8,Moderately drained,Ferralic Cambisols,Sorghum/Cotton,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
897,Nandi,Rift Valley,2013.4,1812.3,23.3,13.7,4.75,72.9,2.396,2.026,4.0,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
898,Narok,Rift Valley,2025.8,951.8,24.8,11.8,7.35,52.4,0.559,0.831,3.0,Well drained,Mollic Vertisols,Wheat/Livestock,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Not Suitable,Highly Suitable
899,Bungoma,Western,1777.3,1404.6,24.0,13.9,6.42,76.6,1.568,1.927,7.2,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
900,Kisii,Nyanza,1887.9,1612.1,24.8,14.4,5.3,74.4,1.892,2.359,12.6,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
901,Bungoma,Western,1343.0,1305.0,28.3,16.6,6.25,68.2,1.262,2.116,4.8,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
902,Kericho,Rift Valley,2143.5,1905.5,23.8,11.4,4.61,81.0,2.406,2.518,3.0,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
903,Meru,Eastern,1441.6,1402.8,31.3,18.5,5.76,66.5,0.96,2.213,8.6,Moderately drained,Chromic Cambisols,Tea/Miraa,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
904,Vihiga,Western,1526.0,1840.2,25.8,15.1,5.49,73.7,1.746,2.133,6.5,Moderately drained,Ferric Luvisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
905,Mandera,North Eastern,346.2,370.7,35.0,27.4,9.26,40.5,0.137,0.189,2.2,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
906,Homa Bay,Nyanza,1538.5,1263.1,27.9,18.6,6.71,73.4,0.752,1.675,9.3,Moderately drained,Chromic Luvisols,Maize/Sorghum,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
907,Embu,Eastern,1705.4,1296.1,21.4,13.2,5.59,65.7,1.145,2.106,8.5,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
908,Marsabit,Eastern,1449.6,389.4,36.4,18.8,8.38,51.8,0.293,0.574,7.4,Excessively drained,Chromic Cambisols,Livestock,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Moderately Suitable
909,Meru,Eastern,1137.8,923.8,28.6,17.7,6.01,61.7,0.815,2.737,10.0,Moderately drained,Chromic Cambisols,Tea/Miraa,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
910,Bomet,Rift Valley,1715.7,1466.3,25.4,15.8,4.85,76.9,2.241,3.65,10.0,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
911,Mandera,North Eastern,245.2,269.1,36.5,28.2,9.42,38.0,0.219,0.238,1.1,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
912,Murang'a,Central,1841.4,1716.6,27.7,15.6,5.22,72.0,1.986,2.001,9.7,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
913,Makueni,Eastern,679.1,493.7,28.8,21.6,7.27,53.3,0.428,0.502,2.9,Moderately drained,Chromic Luvisols,Sorghum/Mango,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
914,Murang'a,Central,1981.1,1517.0,24.0,16.9,5.45,71.4,1.948,3.18,13.2,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
915,Garissa,North Eastern,178.9,198.4,37.0,22.7,8.0,36.8,0.106,0.409,0.5,Excessively drained,Haplic Arenosols,Livestock,Not Suitable,Not Suitable,Not Suitable,Highly Suitable,Not Suitable,Not Suitable
916,Wajir,North Eastern,454.0,175.2,38.2,21.8,8.97,37.2,0.262,0.334,0.6,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Not Suitable,Not Suitable,Not Suitable
917,Nandi,Rift Valley,1717.4,1698.1,25.0,11.1,5.17,71.8,2.461,2.297,8.0,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
918,Kwale,Coast,430.0,1104.4,30.6,20.8,6.95,69.8,0.586,1.493,3.1,Moderately drained,Ferralic Arenosols,Cashew/Coconut,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
919,Nandi,Rift Valley,1876.7,1465.7,26.3,14.7,4.72,72.8,2.306,3.497,5.2,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
920,Nyandarua,Central,2685.9,804.1,17.4,6.4,5.93,72.6,1.111,3.177,9.2,Well drained,Humic Andosols,Wheat/Pyrethrum,Moderately Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
921,Kiambu,Central,1865.8,1162.4,22.1,14.0,5.99,70.5,1.04,1.595,7.8,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
922,West Pokot,Rift Valley,2248.1,1042.3,30.1,10.8,6.09,62.8,0.845,1.914,6.6,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
923,Nandi,Rift Valley,1841.9,1759.2,26.4,12.4,5.27,71.1,2.346,2.255,7.8,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
924,Bomet,Rift Valley,1857.0,1378.9,24.7,13.3,4.7,70.7,1.406,3.761,13.6,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
925,Baringo,Rift Valley,2022.6,913.5,33.5,12.4,7.5,54.8,0.598,0.617,12.1,Moderately drained,Eutric Vertisols,Maize/Livestock,Not Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Not Suitable,Moderately Suitable
926,Nyeri,Central,2063.3,1544.8,22.8,10.7,4.89,77.7,1.858,3.513,9.9,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Highly Suitable
927,Nandi,Rift Valley,2089.4,1403.8,23.7,14.9,5.35,78.2,1.758,2.342,11.0,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable,Highly Suitable
928,Samburu,Rift Valley,1348.5,377.4,34.5,23.1,7.92,40.7,0.571,0.513,10.8,Excessively drained,Chromic Luvisols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
929,Nairobi,Nairobi,1842.7,1211.7,26.6,12.5,5.62,55.3,0.977,1.556,7.9,Moderately drained,Chromic Luvisols,Urban/Horticulture,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
930,Nakuru,Rift Valley,1861.1,1215.9,24.5,11.6,6.19,52.5,0.796,1.858,7.4,Well drained,Eutric Vertisols,Wheat/Pyrethrum,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
931,Embu,Eastern,1439.9,1310.6,22.8,13.8,5.43,62.7,1.467,2.638,6.1,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
932,Bomet,Rift Valley,1920.8,1333.3,26.0,15.6,4.97,70.3,1.77,2.433,10.4,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
933,West Pokot,Rift Valley,1553.9,1040.5,19.8,10.3,6.96,60.8,0.956,1.092,23.6,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
934,Murang'a,Central,1639.2,1256.0,23.8,13.3,4.8,66.5,2.163,2.734,17.5,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
935,Kiambu,Central,1607.9,1288.1,24.3,15.0,5.98,67.3,1.242,1.837,5.3,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
936,Isiolo,Eastern,1239.2,551.7,36.7,21.8,8.82,38.3,0.401,0.208,1.1,Excessively drained,Chromic Luvisols,Livestock,Not Suitable,Not Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
937,Machakos,Eastern,1703.2,917.3,25.0,14.2,7.75,51.3,0.477,0.968,13.2,Moderately drained,Chromic Luvisols,Maize/Beans,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
938,Kakamega,Western,1793.6,1816.7,27.0,14.7,5.89,77.3,1.414,1.519,6.5,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
939,Trans Nzoia,Rift Valley,2252.8,1327.5,21.6,12.8,5.6,61.2,0.931,1.778,4.8,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
940,Nyandarua,Central,2133.4,1188.2,17.1,11.1,5.07,65.0,1.999,2.366,11.1,Well drained,Humic Andosols,Wheat/Pyrethrum,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
941,Nyamira,Nyanza,1666.2,1598.6,24.9,12.7,5.02,74.2,1.976,2.619,17.0,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
942,Nyeri,Central,2318.9,1834.9,21.1,13.1,4.93,72.8,2.228,3.947,19.8,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
943,Uasin Gishu,Rift Valley,2176.1,1147.3,22.3,11.1,5.93,58.5,1.119,2.358,5.0,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
944,Siaya,Nyanza,1482.0,1093.4,30.4,19.0,6.98,67.7,1.109,1.245,2.3,Poorly drained,Eutric Vertisols,Maize/Sorghum,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
945,Laikipia,Central,2294.7,709.8,23.5,11.6,7.51,47.5,0.767,1.109,6.0,Well drained,Chromic Luvisols,Livestock/Wheat,Not Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Not Suitable,Moderately Suitable
946,Bungoma,Western,1472.4,1609.8,24.8,13.3,5.25,72.5,1.669,2.044,12.0,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
947,Kisii,Nyanza,1878.1,1552.3,24.5,13.2,5.25,71.1,1.324,2.039,17.1,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
948,Uasin Gishu,Rift Valley,2083.8,1296.9,20.3,9.5,6.14,64.8,0.977,2.39,2.9,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
949,Kisumu,Nyanza,1527.7,1206.7,31.2,20.7,5.6,67.5,0.825,1.426,6.6,Poorly drained,Eutric Vertisols,Maize/Rice,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
950,Marsabit,Eastern,637.7,234.7,37.6,18.9,8.98,36.1,0.481,0.334,4.7,Excessively drained,Chromic Cambisols,Livestock,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
